COURSECODE,COURSENAME,REPDAY,STARTHOUR,STARTMIN,ENDHOUR,ENDMIN,LOCATION,NEWNAME
ECSH08029,British Society 1650 - c.1880 (Social History 1.1),Monday,10,00,10,50,Central,
CIVE08014,Surveying for Construction 2,Tuesday,10,00,10,50,Kings Buildings,
CIVE08014,Surveying for Construction 2,Monday,09,30,17,00,No Location Data Available,
LASC10050,Linguistic Fieldwork and Language Description,Monday,09,00,09,50,No Location Data Available,
LASC10050,Linguistic Fieldwork and Language Description,Wednesday,09,00,09,50,No Location Data Available,
LASC10050,Linguistic Fieldwork and Language Description,Thursday,09,00,09,50,No Location Data Available,
METE10001,Atmospheric Dynamics,Monday,14,00,14,50,No Location Data Available,
METE10001,Atmospheric Dynamics,Thursday,14,00,14,50,No Location Data Available,
ANHI10022,Violence and Disorder in Roman Society 133-31 BC,Thursday,16,10,18,00,No Location Data Available,
ANHI10022,Violence and Disorder in Roman Society 133-31 BC,Thursday,16,10,18,00,No Location Data Available,
PHIL10139,Scepticism,Thursday,16,10,18,00,No Location Data Available,
PHIL10139,Scepticism,Thursday,16,10,18,00,No Location Data Available,
CIVE11035,Contaminated Land and Groundwater Remediation 5,Friday,10,00,12,00,No Location Data Available,
CIVE11035,Contaminated Land and Groundwater Remediation 5,Friday,12,10,13,00,No Location Data Available,
CIVE10022,Finite Element Methods for Solids and Structures 4,Monday,14,00,15,50,No Location Data Available,
CIVE10022,Finite Element Methods for Solids and Structures 4,Monday,16,10,18,00,No Location Data Available,
CIVE10022,Finite Element Methods for Solids and Structures 4,Friday,12,10,13,00,No Location Data Available,
CIVE10022,Finite Element Methods for Solids and Structures 4,Friday,09,00,10,50,No Location Data Available,
ELCH08002,Spanish 1B,Tuesday,13,10,13,50,Central,
ELCH08002,Spanish 1B,Monday,09,00,09,50,Central,
ELCH08002,Spanish 1B,Friday,11,10,12,00,Central,
ELCH08002,Spanish 1B,Thursday,10,00,10,50,Central,
ELCH08002,Spanish 1B,Wednesday,11,10,12,00,Central,
ELCH08002,Spanish 1B,Tuesday,09,00,09,50,Central,
ELCH08002,Spanish 1B,Monday,10,00,10,50,Central,
ELCH08002,Spanish 1B,Friday,11,10,12,00,Central,
ELCH08002,Spanish 1B,Wednesday,10,00,10,50,Central,
ELCH08002,Spanish 1B,Monday,15,00,15,50,Central,
ELCH08002,Spanish 1B,Monday,09,00,09,50,Central,
ELCH08002,Spanish 1B,Friday,12,10,13,00,Central,
ELCH08002,Spanish 1B,Thursday,11,10,12,00,Central,
ELCH08002,Spanish 1B,Wednesday,09,00,09,50,Central,
ELCH08002,Spanish 1B,Tuesday,12,10,13,00,Central,
ELCH08002,Spanish 1B,Monday,11,10,12,00,Central,
ELCH08002,Spanish 1B,Tuesday,11,10,12,00,Central,
ELCH08002,Spanish 1B,Friday,13,10,13,50,Central,
ELCH08002,Spanish 1B,Friday,14,00,14,50,Central,
ELCH08002,Spanish 1B,Wednesday,11,10,12,00,Central,
ELCH08002,Spanish 1B,Wednesday,12,10,13,00,Central,
ELCH08002,Spanish 1B,Thursday,11,10,12,00,Central,
ELCH08002,Spanish 1B,Thursday,12,10,13,00,Central,
ELCH08002,Spanish 1B,Tuesday,16,10,17,00,Central,
ELCH08002,Spanish 1B,Thursday,15,00,15,50,Central,
ELCH08002,Spanish 1B,Wednesday,10,00,10,50,Central,
PHYS10043,Quantum Physics,Monday,10,00,10,50,No Location Data Available,
PHYS10043,Quantum Physics,Thursday,10,00,10,50,No Location Data Available,
PHYS10043,Quantum Physics,Wednesday,09,00,10,50,Kings Buildings,
PHYS10043,Quantum Physics,Wednesday,09,00,10,50,Kings Buildings,
PHYS10043,Quantum Physics,Thursday,09,00,09,50,Kings Buildings,
PHYS10043,Quantum Physics,Monday,09,00,09,50,Kings Buildings,
EASC11003,Controlled Source Electro-Magnetic (CSEM) Methods,Friday,12,10,13,00,No Location Data Available,
EASC11003,Controlled Source Electro-Magnetic (CSEM) Methods,Wednesday,11,10,12,00,No Location Data Available,
LASC10052,Linguistic Reconstruction and Language Classification,Friday,10,00,10,50,No Location Data Available,
LASC10052,Linguistic Reconstruction and Language Classification,Thursday,10,00,10,50,No Location Data Available,
LASC10052,Linguistic Reconstruction and Language Classification,Wednesday,10,00,10,50,No Location Data Available,
MATH10020,Pure & Applied Analysis (VS2),Tuesday,12,10,13,00,Kings Buildings,
MATH10020,Pure & Applied Analysis (VS2),Tuesday,13,10,13,50,Kings Buildings,
MATH10020,Pure & Applied Analysis (VS2),Friday,12,10,13,00,Kings Buildings,
MATH10020,Pure & Applied Analysis (VS2),Tuesday,09,00,09,50,Kings Buildings,
ELCG07005,Introductory German Language,Monday,16,10,18,00,No Location Data Available,
ELCG07005,Introductory German Language,Wednesday,14,10,16,00,No Location Data Available,
ELCG07005,Introductory German Language,Monday,14,10,16,00,No Location Data Available,
ELCG07005,Introductory German Language,Wednesday,16,10,18,00,No Location Data Available,
PHYS10035,Modelling and Visualisation in Physics,Friday,14,00,17,00,Kings Buildings,
PHYS10035,Modelling and Visualisation in Physics,Monday,12,10,13,00,Kings Buildings,
INFR09011,Database Systems,Tuesday,11,10,13,00,Central,
INFR09011,Database Systems,Tuesday,11,10,13,00,Central,
GREE10012,Hellenistic Poetry,Monday,13,10,14,50,No Location Data Available,
GREE10012,Hellenistic Poetry,Monday,13,10,14,50,No Location Data Available,
BIST08017,Intermediate Biblical Hebrew,Friday,10,00,10,50,No Location Data Available,
BIST08017,Intermediate Biblical Hebrew,Wednesday,10,00,10,50,No Location Data Available,
ELCR08006,The Golden and Silver Ages of Russian Literature (1820-1920s),Thursday,13,10,13,50,Central,
ELCR08006,The Golden and Silver Ages of Russian Literature (1820-1920s),Thursday,13,10,13,50,Central,
ELCR08006,The Golden and Silver Ages of Russian Literature (1820-1920s),Thursday,16,10,17,00,Central,
ELCR08006,The Golden and Silver Ages of Russian Literature (1820-1920s),Thursday,16,10,17,00,Central,
ELCR08006,The Golden and Silver Ages of Russian Literature (1820-1920s),Tuesday,13,10,13,50,Central,
ELCR08006,The Golden and Silver Ages of Russian Literature (1820-1920s),Tuesday,13,10,13,50,No Location Data Available,
THET10008,Homiletics 3/4,Monday,13,10,13,50,NC,
THET10008,Homiletics 3/4,Monday,11,10,13,00,No Location Data Available,
PHYS08016,Physics 1A:  Foundations,Thursday,14,10,17,00,Central,
PHYS08016,Physics 1A:  Foundations,Tuesday,14,10,17,00,Central,
PHYS08016,Physics 1A:  Foundations,Friday,11,10,12,00,Central,
PHYS08016,Physics 1A:  Foundations,Friday,14,10,17,00,Central,
PHYS08016,Physics 1A:  Foundations,Monday,14,10,17,00,Central,
PHYS08016,Physics 1A:  Foundations,Monday,11,10,12,00,Central,
PHYS08016,Physics 1A:  Foundations,Wednesday,11,10,12,00,Central,
BIME09006,Reproductive Biology 3,Friday,09,00,13,00,No Location Data Available,
BIME09006,Reproductive Biology 3,Tuesday,09,00,13,00,No Location Data Available,
ANHI10026,The Emperor in the Late Roman World,Thursday,12,10,13,00,No Location Data Available,
ANHI10026,The Emperor in the Late Roman World,Tuesday,12,10,13,00,No Location Data Available,
ECSC10025,Effective Project Planning and Management,Wednesday,09,30,12,30,No Location Data Available,
ECSC10025,Effective Project Planning and Management,Monday,14,10,17,00,No Location Data Available,
BUST10034,The Management of Technology,Wednesday,09,00,10,50,Central,
BUST10034,The Management of Technology,Wednesday,09,00,10,50,Central,
ELEE10003,Microelectronic Device Principles 4,Friday,15,00,15,50,Kings Buildings,
ELEE10003,Microelectronic Device Principles 4,Wednesday,10,00,10,50,Kings Buildings,
ELEE10003,Microelectronic Device Principles 4,Tuesday,09,00,09,50,Kings Buildings,
CHEM11037,Chemistry of Functional Materials Level 11,Tuesday,12,10,13,00,Kings Buildings,
CHEM11037,Chemistry of Functional Materials Level 11,Wednesday,12,10,13,00,Kings Buildings,
CHEM11037,Chemistry of Functional Materials Level 11,Friday,12,10,13,00,Kings Buildings,
PHYS11036,The Standard Model,Monday,14,10,15,00,Kings Buildings,
PHYS11036,The Standard Model,Thursday,14,10,15,00,Kings Buildings,
PHYS11036,The Standard Model,Friday,16,10,18,00,Kings Buildings,
ELCR07002,Intermediate Russian Language,Monday,16,10,18,00,No Location Data Available,
ELCR07002,Intermediate Russian Language,Friday,09,00,10,50,No Location Data Available,
INFR09029,Introductory Applied Machine Learning,Thursday,14,00,14,50,Central,
INFR09029,Introductory Applied Machine Learning,Monday,14,00,14,50,Central,
INFR09029,Introductory Applied Machine Learning,Monday,14,00,14,50,Central,
INFR09029,Introductory Applied Machine Learning,Thursday,14,00,14,50,Central,
CHEE11015,Polymer Science and Engineering 5,Tuesday,11,10,12,00,Kings Buildings,
CHEE11015,Polymer Science and Engineering 5,Friday,11,10,12,00,Kings Buildings,
CHEE11015,Polymer Science and Engineering 5,Monday,14,00,14,50,Kings Buildings,
HIAR08013,History of Art 2A (VS1),Wednesday,11,10,12,00,Central,
HIAR08013,History of Art 2A (VS1),Tuesday,11,10,12,00,Central,
IMES10035,Cinema and Society in the Middle East,Tuesday,17,30,19,30,No Location Data Available,
IMES10035,Cinema and Society in the Middle East,Thursday,13,10,14,50,No Location Data Available,
MATH10001,Complex Variable,Monday,12,10,13,00,Kings Buildings,
MATH10001,Complex Variable,Thursday,12,10,13,00,Kings Buildings,
MATH10001,Complex Variable,Monday,13,10,13,50,Kings Buildings,
MATH10001,Complex Variable,Monday,09,00,09,50,Kings Buildings,
METE08002,Meteorology: Weather and Climate,Thursday,14,00,15,50,Kings Buildings,
METE08002,Meteorology: Weather and Climate,Monday,14,00,15,50,Kings Buildings,
METE08002,Meteorology: Weather and Climate,Tuesday,10,00,12,00,Kings Buildings,
METE08002,Meteorology: Weather and Climate,Monday,10,00,10,50,Kings Buildings,
METE08002,Meteorology: Weather and Climate,Friday,10,00,10,50,Kings Buildings,
METE08002,Meteorology: Weather and Climate,Wednesday,10,00,10,50,Kings Buildings,
BIME08006,Our Changing World,Thursday,10,00,12,00,Central,
BIME08006,Our Changing World,Tuesday,18,30,19,20,No Location Data Available,
BIME08006,Our Changing World,Thursday,11,10,13,00,Central,
BIME08006,Our Changing World,Thursday,16,10,18,00,Central,
BIME08006,Our Changing World,Thursday,15,00,17,00,Central,
BIME08006,Our Changing World,Thursday,09,00,10,50,Central,
ELCR08002,Russian Studies 1B,Monday,16,10,17,00,No Location Data Available,
ELCR08002,Russian Studies 1B,Thursday,13,10,13,50,Central,
ELCR08002,Russian Studies 1B,Tuesday,13,10,13,50,Central,
ELCR08002,Russian Studies 1B,Tuesday,16,10,17,00,Central,
ELCR08002,Russian Studies 1B,Monday,13,10,13,50,No Location Data Available,
INFR08015,Informatics 1 - Data and Analysis,Friday,14,00,14,50,Central,
INFR08015,Informatics 1 - Data and Analysis,Tuesday,11,10,12,00,Central,
PHYS11044,Lasers and Applications,Thursday,10,00,10,50,Kings Buildings,
PHYS11044,Lasers and Applications,Friday,12,10,13,00,No Location Data Available,
PHYS11044,Lasers and Applications,Monday,10,00,10,50,Kings Buildings,
IMES08037,Modern Middle Eastern History B: Postwar Independence and Conflict,Monday,16,10,17,00,No Location Data Available,
IMES08037,Modern Middle Eastern History B: Postwar Independence and Conflict,Tuesday,16,10,17,00,No Location Data Available,
IMES08037,Modern Middle Eastern History B: Postwar Independence and Conflict,Thursday,16,10,17,00,No Location Data Available,
MATH10011,Data Analysis,Thursday,14,00,15,50,Kings Buildings,
MATH10011,Data Analysis,Tuesday,09,00,09,50,Kings Buildings,
MATH10011,Data Analysis,Wednesday,12,10,13,00,Kings Buildings,
REST08009,Lived Religions: Judaism Christianity and Islam,Monday,11,10,12,00,No Location Data Available,
REST08009,Lived Religions: Judaism Christianity and Islam,Tuesday,11,10,12,00,No Location Data Available,
REST08009,Lived Religions: Judaism Christianity and Islam,Thursday,11,10,12,00,No Location Data Available,
REST08009,Lived Religions: Judaism Christianity and Islam,Friday,11,10,12,00,No Location Data Available,
ECNM08002,Economic Principles and Applications,Friday,16,10,17,00,Central,
ECNM08002,Economic Principles and Applications,Tuesday,16,10,17,00,Central,
MATH10005,Linear Statistical Modelling,Thursday,16,10,18,00,No Location Data Available,
MATH10005,Linear Statistical Modelling,Friday,13,10,13,50,No Location Data Available,
MATH10005,Linear Statistical Modelling,Friday,13,10,13,50,No Location Data Available,
MATH10005,Linear Statistical Modelling,Thursday,16,10,18,00,No Location Data Available,
SPRT08007,Sport Science 2D,Thursday,15,00,15,50,Central,
SPRT08007,Sport Science 2D,Thursday,16,10,18,00,Central,
SPRT08007,Sport Science 2D,Monday,14,00,14,50,Central,
INFR10001,Advanced Vision (Level 10),Thursday,14,00,14,50,Central,
INFR10001,Advanced Vision (Level 10),Monday,14,00,14,50,Central,
ANHI08014,Ancient History 2a:  Past and Present in the Ancient World,Wednesday,12,10,13,00,No Location Data Available,
ANHI08014,Ancient History 2a:  Past and Present in the Ancient World,Monday,12,10,13,00,No Location Data Available,
CHEE08007,Chemistry and Processes 2,Tuesday,13,10,14,00,Kings Buildings,
CHEE08007,Chemistry and Processes 2,Thursday,13,10,14,00,Kings Buildings,
CHEE08007,Chemistry and Processes 2,Monday,14,00,15,50,Kings Buildings,
CHEE08007,Chemistry and Processes 2,Monday,13,10,14,00,Kings Buildings,
CHEE08007,Chemistry and Processes 2,Thursday,14,00,15,50,No Location Data Available,
METE10002,Atmospheric Physics,Tuesday,14,00,14,50,Kings Buildings,
METE10002,Atmospheric Physics,Friday,14,00,14,50,Kings Buildings,
METE10002,Atmospheric Physics,Tuesday,14,00,14,50,Kings Buildings,
METE10002,Atmospheric Physics,Friday,14,00,14,50,Kings Buildings,
EASC08007,Global Environmental Processes,Friday,12,10,13,00,Kings Buildings,
EASC08007,Global Environmental Processes,Thursday,11,10,12,00,Kings Buildings,
EASC08007,Global Environmental Processes,Tuesday,09,00,09,50,Kings Buildings,
EASC08007,Global Environmental Processes,Tuesday,14,00,17,00,No Location Data Available,
LASC10065,Syntactic Theory and English Syntax,Tuesday,09,00,10,50,No Location Data Available,
LASC10065,Syntactic Theory and English Syntax,Thursday,10,00,10,50,No Location Data Available,
PHYS08049,Programming and Data Analysis,Monday,14,10,17,00,Kings Buildings,
PHYS08049,Programming and Data Analysis,Wednesday,14,10,17,00,Kings Buildings,
PHYS08049,Programming and Data Analysis,Thursday,14,10,17,00,Kings Buildings,
ELCG08001,German 1A,Wednesday,13,10,13,50,Central,
ELCG08001,German 1A,Wednesday,12,10,13,00,Central,
ELCG08001,German 1A,Tuesday,11,10,12,00,Central,
ELCG08001,German 1A,Monday,16,10,17,00,Central,
ELCG08001,German 1A,Tuesday,16,10,17,00,Central,
ELCG08001,German 1A,Thursday,16,10,17,00,Central,
ELCG08001,German 1A,Friday,13,10,13,50,No Location Data Available,
ELCG08001,German 1A,Monday,11,10,12,00,Central,
PHYS10076,Astrophysics 3 (VS2),Friday,12,10,13,00,OTHER,
PHYS10076,Astrophysics 3 (VS2),Monday,14,10,15,00,Kings Buildings,
PHYS10076,Astrophysics 3 (VS2),Tuesday,12,10,13,00,OTHER,
MLBI10019,The RNA World,Tuesday,09,00,12,00,No Location Data Available,
MLBI10019,The RNA World,Thursday,09,00,12,00,No Location Data Available,
GREE10018,Greek 1HB,Thursday,11,10,12,00,Central,
GREE10018,Greek 1HB,Wednesday,11,10,12,00,Central,
GREE10018,Greek 1HB,Monday,11,10,12,00,Central,
GREE10018,Greek 1HB,Tuesday,11,10,12,00,Central,
ELCI07001,Introductory Italian Language,Tuesday,16,10,18,00,No Location Data Available,
ELCI07001,Introductory Italian Language,Thursday,16,10,18,00,No Location Data Available,
ELCI07001,Introductory Italian Language,Monday,14,00,15,50,No Location Data Available,
ELCI07001,Introductory Italian Language,Tuesday,14,00,15,50,No Location Data Available,
ELCI07001,Introductory Italian Language,Thursday,14,00,15,50,No Location Data Available,
ELCI07001,Introductory Italian Language,Wednesday,14,00,15,50,No Location Data Available,
SSPS08002,Social and Political Theory 2,Thursday,16,10,17,00,Central,
SSPS08002,Social and Political Theory 2,Monday,16,10,17,00,Central,
ECSH08031,British Society the 20th Century (Social History 1.2),Monday,10,00,10,50,Central,
ECSH08031,British Society the 20th Century (Social History 1.2),Thursday,10,00,10,50,Central,
ECSH08031,British Society the 20th Century (Social History 1.2),Wednesday,10,00,10,50,Central,
MECE09015,Sustainable Energy: Principles and Processes 3,Thursday,09,00,10,50,No Location Data Available,
MECE09015,Sustainable Energy: Principles and Processes 3,Thursday,12,10,13,00,Kings Buildings,
PHYS08021,Musical Acoustics,Thursday,16,10,17,00,Central,
PHYS08021,Musical Acoustics,Friday,15,10,16,00,Central,
PHYS08021,Musical Acoustics,Monday,16,10,17,00,Central,
PHYS08021,Musical Acoustics,Monday,15,10,16,00,Central,
PHYS08021,Musical Acoustics,Friday,14,10,15,00,Central,
PHYS08021,Musical Acoustics,Thursday,14,10,15,00,Central,
PHYS08021,Musical Acoustics,Monday,14,10,15,00,Central,
PHYS08021,Musical Acoustics,Thursday,15,10,16,00,Central,
PHYS08021,Musical Acoustics,Friday,16,10,17,00,Central,
CHEE10005,Chemical Engineering Design: Synthesis and Economics 4,Monday,14,00,14,50,Kings Buildings,
CHEE10005,Chemical Engineering Design: Synthesis and Economics 4,Friday,11,10,12,00,Kings Buildings,
CHEE10005,Chemical Engineering Design: Synthesis and Economics 4,Wednesday,11,10,12,00,Kings Buildings,
MATH10057,Mathematical Computation & Communication Skills (VS1),Wednesday,11,10,13,00,Kings Buildings,
MATH10057,Mathematical Computation & Communication Skills (VS1),Wednesday,09,00,10,50,Kings Buildings,
MATH10057,Mathematical Computation & Communication Skills (VS1),Monday,15,00,15,50,No Location Data Available,
ENLI10209,Postcolonial Poetry,Thursday,10,00,12,00,No Location Data Available,
ENLI10209,Postcolonial Poetry,Thursday,10,00,12,00,No Location Data Available,
PHYS10088,Symmetries of Classical Mechanics,Tuesday,11,10,12,00,No Location Data Available,
PHYS10088,Symmetries of Classical Mechanics,Friday,11,10,12,00,No Location Data Available,
PHYS10088,Symmetries of Classical Mechanics,Friday,16,10,18,00,No Location Data Available,
METE10003,Physics of Climate,Tuesday,14,10,15,00,Kings Buildings,
METE10003,Physics of Climate,Friday,14,10,15,00,Kings Buildings,
SCEE11001,Nanotechnology 5,Monday,15,00,17,00,Kings Buildings,
SCEE11001,Nanotechnology 5,Friday,16,10,17,00,No Location Data Available,
MATH08058,Calculus and its Applications,Friday,12,10,13,00,No Location Data Available,
MATH08058,Calculus and its Applications,Monday,12,10,13,00,No Location Data Available,
MATH08058,Calculus and its Applications,Wednesday,12,10,13,00,No Location Data Available,
MATH08058,Calculus and its Applications,Thursday,12,10,13,00,No Location Data Available,
ARCA10027,Gallia from the 3rd Century BC to Augustus,Tuesday,14,00,14,50,No Location Data Available,
ARCA10027,Gallia from the 3rd Century BC to Augustus,Friday,14,00,14,50,No Location Data Available,
INFR10019,Multi-agent Semantic Web Systems (Level 10),Monday,12,10,13,00,Central,
INFR10019,Multi-agent Semantic Web Systems (Level 10),Thursday,12,10,13,00,Central,
CIVE08010,Structural Mechanics 2B,Monday,10,00,10,50,Kings Buildings,
CIVE08010,Structural Mechanics 2B,Friday,14,10,17,00,Kings Buildings,
CIVE08010,Structural Mechanics 2B,Monday,14,10,17,00,Kings Buildings,
CIVE08010,Structural Mechanics 2B,Monday,11,10,12,00,No Location Data Available,
CIVE08010,Structural Mechanics 2B,Thursday,10,00,10,50,No Location Data Available,
DEBI10017,Mammalian Stem Cell Biology,Friday,09,00,12,00,Kings Buildings,
DEBI10017,Mammalian Stem Cell Biology,Tuesday,09,00,12,00,Kings Buildings,
PHYS11042,Particle Physics,Friday,12,10,13,00,Kings Buildings,
PHYS11042,Particle Physics,Tuesday,12,10,13,00,Kings Buildings,
PHYS11042,Particle Physics,Monday,15,10,17,00,Kings Buildings,
LASC10011,Lexical Semantics,Monday,12,10,13,00,No Location Data Available,
LASC10011,Lexical Semantics,Tuesday,11,10,13,00,No Location Data Available,
INFR09010,Computer Design,Monday,12,10,13,00,Central,
INFR09010,Computer Design,Thursday,12,10,13,00,Central,
INFR09010,Computer Design,Monday,12,10,13,00,Central,
INFR09010,Computer Design,Thursday,12,10,13,00,Central,
MUSI08053,Music 2D: Theory and Practice of Music Technology,Thursday,11,10,12,00,Central,
MUSI08053,Music 2D: Theory and Practice of Music Technology,Thursday,12,10,13,00,Central,
MUSI08053,Music 2D: Theory and Practice of Music Technology,Tuesday,16,10,17,00,Central,
MUSI08053,Music 2D: Theory and Practice of Music Technology,Friday,16,10,17,00,Central,
MUSI08053,Music 2D: Theory and Practice of Music Technology,Thursday,10,00,10,50,Central,
SCSU08004,Science and Society 1b: Nature and Environment,Friday,09,00,09,50,Central,
SCSU08004,Science and Society 1b: Nature and Environment,Tuesday,09,00,09,50,Central,
HIAR10035,Scottish Art in the Age of Change 1945-2000,Wednesday,09,00,10,50,No Location Data Available,
HIAR10035,Scottish Art in the Age of Change 1945-2000,Wednesday,09,00,10,50,No Location Data Available,
ECNM10007,Economics of Self-Management,Thursday,14,00,15,50,No Location Data Available,
ECNM10007,Economics of Self-Management,Thursday,14,00,15,50,No Location Data Available,
PHYS11045,Classical Electrodynamics,Monday,11,10,12,00,Kings Buildings,
PHYS11045,Classical Electrodynamics,Thursday,11,10,12,00,Kings Buildings,
PHYS11045,Classical Electrodynamics,Thursday,14,10,16,00,Kings Buildings,
ECHS08008,Christianity before Constantine 100-306,Monday,14,00,14,50,No Location Data Available,
ECHS08008,Christianity before Constantine 100-306,Thursday,14,00,14,50,No Location Data Available,
ECHS08008,Christianity before Constantine 100-306,Tuesday,14,00,14,50,No Location Data Available,
LATI08010,Latin 1D,Tuesday,10,00,10,50,Central,
LATI08010,Latin 1D,Wednesday,10,00,10,50,Central,
LATI08010,Latin 1D,Friday,10,00,10,50,Central,
LATI08010,Latin 1D,Thursday,10,00,10,50,Central,
INFR10034,Natural Language Generation (Level 10),Friday,16,10,17,00,Central,
INFR10034,Natural Language Generation (Level 10),Tuesday,16,10,17,00,Central,
ENLI08016,Scottish Literature 1,Thursday,13,10,14,00,Central,
ENLI08016,Scottish Literature 1,Monday,12,10,13,00,Central,
ENLI08016,Scottish Literature 1,Friday,13,10,14,00,Central,
EASC09040,Exploration Geophysics,Tuesday,09,00,10,50,No Location Data Available,
EASC09040,Exploration Geophysics,Tuesday,15,00,15,50,No Location Data Available,
SCET08007,Scottish Studies 1B: Creating Scotland,Thursday,16,10,17,00,Central,
SCET08007,Scottish Studies 1B: Creating Scotland,Tuesday,16,10,17,00,Central,
SCET08007,Scottish Studies 1B: Creating Scotland,Monday,16,10,17,00,Central,
MATH08066,Probability,Tuesday,11,10,12,00,No Location Data Available,
MATH08066,Probability,Friday,10,00,10,50,Kings Buildings,
MATH08066,Probability,Thursday,16,10,17,00,Kings Buildings,
MATH08066,Probability,Thursday,15,10,16,00,Kings Buildings,
MATH08066,Probability,Friday,09,00,09,50,Kings Buildings,
MATH08066,Probability,Friday,11,10,12,00,No Location Data Available,
ECSC10021,Woodland Management,Tuesday,14,00,17,00,Kings Buildings,
ECSC10021,Woodland Management,Friday,14,00,17,00,Kings Buildings,
PSYL08006,Psychology 2: Mind and Brain (VS1),Tuesday,11,10,12,00,Central,
PSYL08006,Psychology 2: Mind and Brain (VS1),Thursday,11,10,12,00,Central,
PSYL08006,Psychology 2: Mind and Brain (VS1),Monday,11,10,12,00,Central,
ENLI10091,Western Fictions,Wednesday,09,00,10,50,Central,
ENLI10091,Western Fictions,Wednesday,09,00,10,50,Central,
ECNM10008,Economics of Technical Change,Tuesday,09,00,10,50,No Location Data Available,
ECNM10008,Economics of Technical Change,Tuesday,09,00,10,50,No Location Data Available,
ELEE09021,Microelectronics 3,Tuesday,11,10,12,00,No Location Data Available,
ELEE09021,Microelectronics 3,Thursday,16,10,17,00,No Location Data Available,
ELEE09021,Microelectronics 3,Wednesday,12,10,13,00,No Location Data Available,
ELEE09021,Microelectronics 3,Monday,15,00,15,50,No Location Data Available,
CMSE10002,Strategic Management,Monday,14,10,16,00,Central,
CMSE10002,Strategic Management,Monday,14,10,16,00,Central,
LATI10017,Latin 1Ha,Wednesday,10,00,10,50,Central,
LATI10017,Latin 1Ha,Thursday,10,00,10,50,Central,
LATI10017,Latin 1Ha,Tuesday,10,00,10,50,Central,
LATI10017,Latin 1Ha,Monday,10,00,10,50,Central,
ECSC09006,Ecological and Environmental Analysis,Wednesday,09,00,13,00,No Location Data Available,
ECSC09006,Ecological and Environmental Analysis,Tuesday,12,10,13,00,Kings Buildings,
ECSC09006,Ecological and Environmental Analysis,Monday,12,10,13,00,Kings Buildings,
ENLI10346,Modernism and the Market,Friday,14,00,15,50,No Location Data Available,
ENLI10346,Modernism and the Market,Friday,14,00,15,50,No Location Data Available,
INFR08008,Informatics 2A - Processing Formal and Natural Languages,Tuesday,16,10,17,00,Central,
INFR08008,Informatics 2A - Processing Formal and Natural Languages,Friday,16,10,17,00,Central,
INFR08008,Informatics 2A - Processing Formal and Natural Languages,Thursday,16,10,17,00,Central,
EASC08008,Introduction to Geophysics,Friday,10,00,10,50,Central,
EASC08008,Introduction to Geophysics,Thursday,14,00,17,00,Kings Buildings,
EASC08008,Introduction to Geophysics,Tuesday,14,00,17,00,Kings Buildings,
EASC08008,Introduction to Geophysics,Wednesday,10,00,10,50,Central,
EASC08008,Introduction to Geophysics,Monday,10,00,10,50,Central,
SCHI08011,Modern Scottish History,Thursday,15,10,16,00,No Location Data Available,
SCHI08011,Modern Scottish History,Tuesday,15,10,16,00,No Location Data Available,
GEGR09011,Research Design in Geography,Wednesday,09,00,10,50,Central,
GEGR09011,Research Design in Geography,Thursday,09,00,10,50,Central,
GEGR09011,Research Design in Geography,Thursday,14,00,15,50,Central,
GEGR09011,Research Design in Geography,Tuesday,09,00,10,50,Central,
CIVE09015,Theory of Structures 3,Monday,09,00,10,50,Kings Buildings,
CIVE09015,Theory of Structures 3,Wednesday,12,10,13,00,Kings Buildings,
SPRT08006,Sport Science 2C,Friday,15,00,15,50,Central,
SPRT08006,Sport Science 2C,Tuesday,15,00,15,50,Central,
SPRT08006,Sport Science 2C,Tuesday,14,00,14,50,Central,
SPRT08006,Sport Science 2C,Friday,14,00,14,50,Central,
HIST08013,European History 1 (VS2),Friday,09,00,09,50,No Location Data Available,
HIST08013,European History 1 (VS2),Wednesday,09,00,09,50,No Location Data Available,
HIST08013,European History 1 (VS2),Tuesday,09,00,09,50,No Location Data Available,
PHYS09021,Thermodynamics,Thursday,10,00,10,50,Kings Buildings,
PHYS09021,Thermodynamics,Monday,10,00,10,50,Kings Buildings,
PHYS09021,Thermodynamics,Thursday,17,10,18,00,Kings Buildings,
PHYS09021,Thermodynamics,Monday,17,10,18,00,Kings Buildings,
PHYS09021,Thermodynamics,Tuesday,17,10,18,00,Kings Buildings,
PHYS09021,Thermodynamics,Thursday,17,10,18,00,Kings Buildings,
PHYS09021,Thermodynamics,Monday,10,00,10,50,Kings Buildings,
PHYS09021,Thermodynamics,Thursday,10,00,10,50,Kings Buildings,
PHYS09021,Thermodynamics,Tuesday,17,10,18,00,Kings Buildings,
PHYS09021,Thermodynamics,Monday,17,10,18,00,Kings Buildings,
PHYS09016,Computational Methods,Friday,14,00,17,00,Kings Buildings,
PHYS09016,Computational Methods,Tuesday,14,00,17,00,Kings Buildings,
PHYS09016,Computational Methods,Friday,14,00,17,00,Kings Buildings,
PHYS09016,Computational Methods,Tuesday,14,00,17,00,Kings Buildings,
ARCA08004,Archaeology 1A,Tuesday,15,00,15,50,Central,
ARCA08004,Archaeology 1A,Monday,15,00,15,50,Central,
ENLI10222,Utopia II: Suffrage to Cyberpunk,Tuesday,16,10,18,00,Central,
ENLI10222,Utopia II: Suffrage to Cyberpunk,Monday,14,00,15,50,Central,
